Item Code,Product,Variant,Unit,Unit,Rate,Product Category
.13.07.02,"Supplying, fitting and fixing 36 mm thick and having density 400 kg/cum solid particle board single leaf flush door for all floors for internal use made of well matured mechanical seasoned Rubber (Malaysian timber) or other approved wooden frame having finished size 35 mm x 50 mm around upon which 1.2 mm thick veneer (total two nos of veneers one of 0.7 mm horizontally made of garjon and another of 0.5 mm vertically made of Burma Teak or Champa or Chapalish or Garjan wood) are pested on Each side by mechanized process and provided with best quality 4 nos 100 mm long iron hinges, 2 nos best quality 12 mm dia 250 mm and 200 mm long iron tower and socket bolts, 2 (two) nos heavy type nickel plated handles, hinged cleats, buffer blocks, necessary screws etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Champa veneered,Per Sqm,Per Sqm,3941.19974132496,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.07.03,"Supplying, fitting and fixing 36 mm thick and having density 400 kg/cum solid particle board single leaf flush door for all floors for internal use made of well matured mechanical seasoned Rubber (Malaysian timber) or other approved wooden frame having finished size 35 mm x 50 mm around upon which 1.2 mm thick veneer (total two nos of veneers one of 0.7 mm horizontally made of garjon and another of 0.5 mm vertically made of Burma Teak or Champa or Chapalish or Garjan wood) are pested on Each side by mechanized process and provided with best quality 4 nos 100 mm long iron hinges, 2 nos best quality 12 mm dia 250 mm and 200 mm long iron tower and socket bolts, 2 (two) nos heavy type nickel plated handles, hinged cleats, buffer blocks, necessary screws etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chapalish veneered,Per Sqm,Per Sqm,4007.21379042796,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.07.04,"Supplying, fitting and fixing 36 mm thick and having density 400 kg/cum solid particle board single leaf flush door for all floors for internal use made of well matured mechanical seasoned Rubber (Malaysian timber) or other approved wooden frame having finished size 35 mm x 50 mm around upon which 1.2 mm thick veneer (total two nos of veneers one of 0.7 mm horizontally made of garjon and another of 0.5 mm vertically made of Burma Teak or Champa or Chapalish or Garjan wood) are pested on Each side by mechanized process and provided with best quality 4 nos 100 mm long iron hinges, 2 nos best quality 12 mm dia 250 mm and 200 mm long iron tower and socket bolts, 2 (two) nos heavy type nickel plated handles, hinged cleats, buffer blocks, necessary screws etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Garjan veneered,Per Sqm,Per Sqm,4139.24188863396,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.08.01,"Manufacturing and supplying, fitting, fixing well matured seasoned (minimum 250 mm wide plank) wooden fixed louver shutters having 62 mm x 125 mm frame and inner horizontal wooden louver 150 mm x 25 mm size spaced @ 50 mm c/c fixed with frame in grooves including cost of screws, nails, 12 mm x 12 mm size wooden bit, preparing the surface by sand papering etc. all complete as per drawing and accepted by the Engineer-in-charge. (All sizes of wood are finished).",Gamari wood,Per Sqm,Per Sqm,9381.65952514358,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.08.02,"Manufacturing and supplying, fitting, fixing well matured seasoned (minimum 250 mm wide plank) wooden fixed louver shutters having 62 mm x 125 mm frame and inner horizontal wooden louver 150 mm x 25 mm size spaced @ 50 mm c/c fixed with frame in grooves including cost of screws, nails, 12 mm x 12 mm size wooden bit, preparing the surface by sand papering etc. all complete as per drawing and accepted by the Engineer-in-charge. (All sizes of wood are finished).",Chittagong Teak wood,Per Sqm,Per Sqm,21525.0303929108,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.08.03,"Manufacturing and supplying, fitting, fixing well matured seasoned (minimum 250 mm wide plank) wooden fixed louver shutters having 62 mm x 125 mm frame and inner horizontal wooden louver 150 mm x 25 mm size spaced @ 50 mm c/c fixed with frame in grooves including cost of screws, nails, 12 mm x 12 mm size wooden bit, preparing the surface by sand papering etc. all complete as per drawing and accepted by the Engineer-in-charge. (All sizes of wood are finished).",Chapalish wood,Per Sqm,Per Sqm,12251.9108211613,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.08.04,"Manufacturing and supplying, fitting, fixing well matured seasoned (minimum 250 mm wide plank) wooden fixed louver shutters having 62 mm x 125 mm frame and inner horizontal wooden louver 150 mm x 25 mm size spaced @ 50 mm c/c fixed with frame in grooves including cost of screws, nails, 12 mm x 12 mm size wooden bit, preparing the surface by sand papering etc. all complete as per drawing and accepted by the Engineer-in-charge. (All sizes of wood are finished).",Burma Teak wood,Per Sqm,Per Sqm,31239.7270871246,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.09.01,"Supplying, fitting and fixing well matured seasoned (minimum 250 mm wide plank) wooden glazed ventilator louver shutters for all floors having wooden outer frame of section 62 mm x 125 mm with 62 mm x 125 mm size vertical divider with inner 50 mm x 38 mm shutter and with 3 nos horizontal 38 mm x 38 mm sash bar in Each part and inner horizontal glazed louver of size 150 mm x 6 mm fixed in frame @ 154 mm c/c by cutting grooves in the frame including cost of screws, wooden bit, pivots, sand papering, 5 mm thick glass, cutting glass to required size etc. all complete as per design, drawing and accepted by the Engineer-in-charge.(All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Gamari wood,Per Sqm,Per Sqm,6457.89481793541,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.09.02,"Supplying, fitting and fixing well matured seasoned (minimum 250 mm wide plank) wooden glazed ventilator louver shutters for all floors having wooden outer frame of section 62 mm x 125 mm with 62 mm x 125 mm size vertical divider with inner 50 mm x 38 mm shutter and with 3 nos horizontal 38 mm x 38 mm sash bar in Each part and inner horizontal glazed louver of size 150 mm x 6 mm fixed in frame @ 154 mm c/c by cutting grooves in the frame including cost of screws, wooden bit, pivots, sand papering, 5 mm thick glass, cutting glass to required size etc. all complete as per design, drawing and accepted by the Engineer-in-charge.(All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Teak Chambal wood,Per Sqm,Per Sqm,11134.3597256275,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.09.03,"Supplying, fitting and fixing well matured seasoned (minimum 250 mm wide plank) wooden glazed ventilator louver shutters for all floors having wooden outer frame of section 62 mm x 125 mm with 62 mm x 125 mm size vertical divider with inner 50 mm x 38 mm shutter and with 3 nos horizontal 38 mm x 38 mm sash bar in Each part and inner horizontal glazed louver of size 150 mm x 6 mm fixed in frame @ 154 mm c/c by cutting grooves in the frame including cost of screws, wooden bit, pivots, sand papering, 5 mm thick glass, cutting glass to required size etc. all complete as per design, drawing and accepted by the Engineer-in-charge.(All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chattagong Teak wood,Per Sqm,Per Sqm,13602.493982465,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.09.04,"Supplying, fitting and fixing well matured seasoned (minimum 250 mm wide plank) wooden glazed ventilator louver shutters for all floors having wooden outer frame of section 62 mm x 125 mm with 62 mm x 125 mm size vertical divider with inner 50 mm x 38 mm shutter and with 3 nos horizontal 38 mm x 38 mm sash bar in Each part and inner horizontal glazed louver of size 150 mm x 6 mm fixed in frame @ 154 mm c/c by cutting grooves in the frame including cost of screws, wooden bit, pivots, sand papering, 5 mm thick glass, cutting glass to required size etc. all complete as per design, drawing and accepted by the Engineer-in-charge.(All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chapalish wood,Per Sqm,Per Sqm,8146.61825682422,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.09.05,"Supplying, fitting and fixing well matured seasoned (minimum 250 mm wide plank) wooden glazed ventilator louver shutters for all floors having wooden outer frame of section 62 mm x 125 mm with 62 mm x 125 mm size vertical divider with inner 50 mm x 38 mm shutter and with 3 nos horizontal 38 mm x 38 mm sash bar in Each part and inner horizontal glazed louver of size 150 mm x 6 mm fixed in frame @ 154 mm c/c by cutting grooves in the frame including cost of screws, wooden bit, pivots, sand papering, 5 mm thick glass, cutting glass to required size etc. all complete as per design, drawing and accepted by the Engineer-in-charge.(All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Burma Teak wood,Per Sqm,Per Sqm,19214.3025792962,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.10.01,"Supplying fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden door shutters for all floors having styles and rails of section 150 mm x 38 mm and 5 mm glass panes fitted and fixed with wooden batten, putty and nails including supplying and fitting and fixing 50 mm dia best quality round door lock, 12 mm dia, 2 nos 250 mm long iron tower bolt and 8 nos 100 mm long iron hinges to Each shutters, 2 nos nickel plated handle, 5 mm thick glass, glass cutting, hinged cleats, buffer blocks, screws, finished with necessary sand papering and putty works etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chittagong Teak wood,Per Sqm,Per Sqm,8900.48289817733,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.10.02,"Supplying fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden door shutters for all floors having styles and rails of section 150 mm x 38 mm and 5 mm glass panes fitted and fixed with wooden batten, putty and nails including supplying and fitting and fixing 50 mm dia best quality round door lock, 12 mm dia, 2 nos 250 mm long iron tower bolt and 8 nos 100 mm long iron hinges to Each shutters, 2 nos nickel plated handle, 5 mm thick glass, glass cutting, hinged cleats, buffer blocks, screws, finished with necessary sand papering and putty works etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Silkarai wood,Per Sqm,Per Sqm,6612.54025735139,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.10.03,"Supplying fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden door shutters for all floors having styles and rails of section 150 mm x 38 mm and 5 mm glass panes fitted and fixed with wooden batten, putty and nails including supplying and fitting and fixing 50 mm dia best quality round door lock, 12 mm dia, 2 nos 250 mm long iron tower bolt and 8 nos 100 mm long iron hinges to Each shutters, 2 nos nickel plated handle, 5 mm thick glass, glass cutting, hinged cleats, buffer blocks, screws, finished with necessary sand papering and putty works etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Bruma Teak wood,Per Sqm,Per Sqm,11417.2198030858,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.11,"Supplying, fitting and fixing 25 mm thick well matured seasoned (minimum 250 mm wide plank) Kathal wood door and window shutters for all floors having 75 mm x 25 mm „Z‟ battens, provided with best quality 6 nos 100 mm long iron hinges, 2 nos 62 mm dia iron ring fitted with nuts, 2 nos best quality 12 mm dia, 250 mm and 200 mm long iron tower and socket bolts, hinged cleats, buffer blocks, screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing 25 mm thick well matured seasoned (minimum 250 mm wide plank) Kathal wood door and window shutters for all floors having 75 mm x 25 mm „Z‟ battens, provided with best quality 6 nos 100 mm long iron hinges, 2 nos 62 mm dia iron ring fitted with nuts, 2 nos best quality 12 mm dia, 250 mm and 200 mm long iron tower and socket bolts, hinged cleats, buffer blocks, screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,6252.93372636671,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.01,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ", Kathal wood,Per Sqm,Per Sqm,6344.61746082196,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.02,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Gamari wood,Per Sqm,Per Sqm,5441.8333303981,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.03,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ", Teak Chambal wood,Per Sqm,Per Sqm,8150.18572166969,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.04,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chittagaong Teak wood,Per Sqm,Per Sqm,9579.59392817414,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.05,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chapalish wood,Per Sqm,Per Sqm,6419.84947169062,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.12.06,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wood glazed window shutters for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bar 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges, 2 (two) nos best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, 01 no. nickel plated handles, 02 nos 225 mm long catch hooks or hinged cleats, buffer blocks, necessary screws and finished with sand papering in all floors etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Burma Teak wood,Per Sqm,Per Sqm,12889.802406395,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.01,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ", Kathal wood,Per Sqm,Per Sqm,9090.82349314819,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.02,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Gamar wood,Per Sqm,Per Sqm,7470.08604461005,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.03,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ", Teak Chambal wood,Per Sqm,Per Sqm,12332.2983902245,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.04,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chittagaong Teak wood,Per Sqm,Per Sqm,14898.4660170765,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.05,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chapalish wood,Per Sqm,Per Sqm,9225.88494719304,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.13.06,"Supplying, fitting and fixing 38 mm thick well matured seasoned (minimum 250 mm wide plank) wooden window shutter one third glazed and two third raised paneling on both sides for all floors having horizontal and vertical sections of 87 mm x 38 mm and sash bars 38 mm x 38 mm fitted with 3 mm glass panes with putty and nails and provided with best quality 4 nos 75 mm long iron hinges. 2 (two) nos. best quality 12 mm dia 250 mm and 150 mm long iron tower and socket bolts, nickel plated handles, 3 mm glass, 02 nos 225 mm long catch hooks, or hinged cleats, buffer blocks and finished by sand papering in all floos etc. all complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Burma Teak wood,Per Sqm,Per Sqm,20841.1699950497,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.14,"Seasoning of timber in a recognized mechanical timber seasoning plant up to 12% - 16% moisture content by weight as measured by an electric moisture meter or any other moisture measuring device etc. all complete including loading, unloading, carriage at both ends and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Seasoning of timber in a recognized mechanical timber seasoning plant up to 12% - 16% moisture content by weight as measured by an electric moisture meter or any other moisture measuring device etc. all complete including loading, unloading, carriage at both ends and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,9965.0538472155,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.15.01,"Supplying, fitting and fixing steel glazed window shutter for all floors with frames as per design having 25 mm x 25 mm x 5 mm angle section for Chowkat and shutters and 50 mm x 25 mm x 5 mm T- section used for vertical member and 25 mm x 5 mm F.I. bar for making box (combining with angle) and 25 mm x 19 mm x 5 mm T-section used for glass divider etc. including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, plate handle, pin-stopper, adjustable cleat and clamps including supplying, fitting, fixing 3 mm glass panes by pucca putty, for fittig and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity, and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the costs of painting), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing steel glazed window shutter for all floors with frames as per design having 25 mm x 25 mm x 5 mm angle section for Chowkat and shutters and 50 mm x 25 mm x 5 mm T- section used for vertical member and 25 mm x 5 mm F.I. bar for making box (combining with angle) and 25 mm x 19 mm x 5 mm T-section used for glass divider etc. including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, plate handle, pin-stopper, adjustable cleat and clamps including supplying, fitting, fixing 3 mm glass panes by pucca putty, for fittig and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity, and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the costs of painting), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,6236.61181382706,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.15.02,"Supplying, fitting and fixing M.S. door shutter made with 38 mm x 38 mm x 6 mm angle outer frame, inner member 25 mm x 6 mm F.I. bar, cladding with 16 BWG M.S. sheet, 04 nos. 75 mm long hinge, 02 nos locking arrangement with 50 mm x 50 mm x 6 mm M.S. angle chowkat including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, socket bolts, clamps, for fittig and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity, and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-incharge. (Rate is excluding the costs of painting), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing M.S. door shutter made with 38 mm x 38 mm x 6 mm angle outer frame, inner member 25 mm x 6 mm F.I. bar, cladding with 16 BWG M.S. sheet, 04 nos. 75 mm long hinge, 02 nos locking arrangement with 50 mm x 50 mm x 6 mm M.S. angle chowkat including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, socket bolts, clamps, for fittig and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity, and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-incharge. (Rate is excluding the costs of painting), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,6476.59608674434,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.16.01,"Supplying, fitting and fixing steel glazed window shutter for all floors with frames as per design having 19 mm x 19 mm x 19 mm x 3 mm Z-section in frame and 19 mm x 3 mm F.I. bar for making T-section for horizontal dividers of shutters and 25 mm x 3 mm F.I. bar for middle vertical members of frame including all cost of charges for fabrication and manufacture by welding, riveting etc. Supplying all essential fittings like 2 nos stopper handle, 300 mm long 3 or 2 nos adjustable iron cleats, 6 or 4 nos 50 mm long iron pin hinges, 150 mm long 4 nos clamps including supplying, fitting, fixing 3 mm glass panes by pucca putty, for fitting and fixing frame making necessary holes in brick and R.C.C. wall or member as necessary filling with C.C. (1:2:4) and mending good the damages including all cost of carriage, electricity, workshop charges and labour for fitting, fixing etc. all complete as per drawing and design and accepted by the Engineer-in-charge. (Rate is excluding the costs of painting),  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","With provision for fan-light by providing necessary additional materials, 03 nos adjustable 300 mm long iron cleats and 6 nos 50 mm long iron pin hinges (total wt of grill without glass panes is min 28.13 kg for 15 sft).",Per Sqm,Per Sqm,4017.44624104727,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
